cluster_id	Amplitude	ContamPct	KSLabel	amp	ch	depth	fr	group	n_spikes	neuron_type	sh	unstable
704	1530.80000000	842.60000000	mua	126.47009277	77	800.00000000	0.01552204		62		0	
705	1109.80000000	390.00000000	mua	83.17289734	79	820.00000000	0.02803982		112		0	
706	1470.30000000	693.10000000	mua	62.12889099	78	820.00000000	0.08161591		326		0	
707	2257.90000000	184.00000000	mua	168.26783752	82	860.00000000	0.06409102		256		0	
708	2189.60000000	314.60000000	mua	133.17405701	83	860.00000000	0.28966138		1157		0	
709	1471.10000000	0.00000000	mua	116.21425629	84	880.00000000	0.01702418		68		0	
710	1303.90000000	48.70000000	mua	106.61019897	84	880.00000000	0.56705534		2265		0	
711	2136.10000000	4.90000000	good	147.88259888	85	880.00000000	0.59985191		2396		0	
712	1552.80000000	100.00000000	mua	135.43182373	85	880.00000000	0.01076529		43		0	
713	1970.90000000	3572.20000000	mua	140.98164368	99	1020.00000000	0.48518907		1938		0	
714	1595.80000000	100.00000000	good	148.69737244	99	1020.00000000	0.00951351		38		0	
715	1267.20000000	3196.30000000	mua	111.20321655	99	1020.00000000	0.26712938		1067		0	
716	982.20000000	612.30000000	mua	84.74256897	101	1040.00000000	0.17024178		680		0	
717	2240.20000000	6936.10000000	mua	135.47689819	116	1200.00000000	0.09964151		398		0	
718	888.80000000	0.70000000	good	87.52773285	126	1300.00000000	0.95260289		3805		0	
719	1140.70000000	0.00000000	mua	87.69798279	126	1300.00000000	0.01001422		40		0	
720	860.20000000	8.30000000	good	105.57964325	139	1440.00000000	9.32399201	mua	37243		0	
721	888.60000000	100.00000000	mua	70.93200684	145	1500.00000000	0.02403413		96		0	
722	1267.00000000	0.00000000	mua	94.63175201	146	1500.00000000	0.03404836		136		0	
723	880.10000000	100.00000000	good	90.88012695	143	1480.00000000	0.01877667		75		0	
724	1849.40000000	58.90000000	mua	121.48939514	153	1580.00000000	0.83493578		3335		0	
725	1262.90000000	37.00000000	mua	78.63584137	153	1580.00000000	0.34073391		1361		0	
726	1007.50000000	0.00000000	mua	86.87083435	145	1500.00000000	0.04431293		177		0	
727	1822.60000000	0.00000000	mua	151.24291992	149	1540.00000000	0.00751067		30		0	
728	1436.10000000	0.00000000	mua	124.84230042	153	1580.00000000	0.01452062		58		0	
729	1353.10000000	0.00000000	mua	101.84159851	151	1560.00000000	0.01977809		79		0	
730	495.40000000	100.00000000	good	51.74441910	155	1600.00000000	0.01952773		78		0	
731	1475.90000000	0.00000000	good	136.06991577	168	1740.00000000	0.31069125		1241		0	
732	1013.30000000	0.00000000	mua	89.63732910	172	1780.00000000	0.44287898		1769		0	
733	1370.90000000	0.00000000	mua	120.40599823	171	1760.00000000	0.01927738		77		0	
734	1197.90000000	62.00000000	mua	104.14781189	168	1740.00000000	0.41258596		1648		0	
735	916.50000000	114.00000000	mua	80.54022217	171	1760.00000000	0.14270267		570		0	
736	2512.90000000	0.00000000	good	160.82582092	180	1860.00000000	0.12042102		481		0	
737	985.90000000	0.00000000	mua	70.75404358	189	1960.00000000	0.06509244		260		0	
738	1525.40000000	2495.00000000	mua	128.65037537	84	880.00000000	0.01126600		45		0	
739	1588.50000000	0.00000000	mua	135.29243469	84	880.00000000	0.01276813		51		0	
740	3059.90000000	813.60000000	mua	140.34335327	99	1020.00000000	0.18801702		751		0	
741	1393.50000000	0.00000000	mua	108.87155151	126	1300.00000000	0.01251778		50		0	
742	947.50000000	100.00000000	good	69.25399780	143	1480.00000000	0.00851209		34		0	
743	1861.50000000	0.00000000	mua	152.75709534	149	1540.00000000	0.01702418		68		0	
744	2150.90000000	0.00000000	mua	150.40505981	149	1540.00000000	0.04556471		182		0	
745	1316.80000000	100.00000000	good	114.18743134	151	1560.00000000	0.00450640		18		0	
746	830.20000000	0.00000000	mua	71.54084778	153	1580.00000000	0.00801138		32		0	
747	4337.40000000	0.00000000	mua	141.31974792	99	1020.00000000	0.19502698		779		0	
748	830.80000000	100.00000000	good	77.04291534	146	1500.00000000	0.01577240		63		0	
749	742.60000000	0.80000000	good	75.01010132	190	1960.00000000	45.07651805	mua	180050		0	
751	1078.80000000	9.70000000	good	103.60205078	174	1800.00000000	36.84958409	mua	147189		0	
752	813.50000000	9.00000000	good	85.45182800	184	1900.00000000	30.68357707	mua	122560		0	
754	1660.50000000	1.60000000	good	110.56007385	185	1920.00000000	37.94263645	mua	151555		0	
757	740.60000000	3.50000000	good	70.83945465	249	2560.00000000	36.95072773	mua	147593		0	
759	946.30000000	3.90000000	good	88.02932739	181	1860.00000000	18.24941798	mua	72894		0	
762	824.40000000	0.70000000	good	82.92133331	87	900.00000000	14.93020400	mua	59636		0	
763	765.40000000	3.00000000	good	76.58359528	252	2600.00000000	18.20285184	mua	72708		0	
764	1021.60000000	1.00000000	good	74.63092041	177	1820.00000000	12.15526301	mua	48552		0	
766	1408.10000000	0.80000000	good	120.20398712	179	1840.00000000	23.06125178	mua	92114		0	
767	2475.90000000	8.70000000	good	163.56758118	151	1560.00000000	9.46193792	mua	37794		0	
769	1198.50000000	1.90000000	good	80.45594025	177	1820.00000000	12.20858874	mua	48765		0	
770	1507.70000000	1.00000000	good	134.52508545	174	1800.00000000	11.79475100	mua	47112		0	
772	1280.60000000	2.20000000	good	148.91181946	99	1020.00000000	8.27725543	mua	33062		0	
773	1116.20000000	4.40000000	good	88.04434967	88	920.00000000	9.61390375	mua	38401		0	
774	841.90000000	0.70000000	good	74.63047028	254	2620.00000000	5.79397866	mua	23143		0	
